Computing ID,GPA,Class Year,Major,Size Preference,Reading,Writing,Group Work,Time Commitment
xje9yz,3.09,4,ECE,5,3,4,1,0
zqj0wg,3.47,2,CS,0,2,5,2,1
cgo1nu,3.08,3,CS,4,2,1,5,5
mxu2rh,3.07,2,CS,5,4,4,5,4
fxd3sp,3.49,4,CPE,3,0,0,1,4
aoh2ik,3.33,2,CPE,3,0,3,1,4
iri7so,3.33,4,CPE,4,3,3,5,1
ygl3uh,3.39,2,CS,0,2,0,5,2
led8yr,2.59,2,MAE,3,0,2,3,2
apv8lx,3.5,2,ECE,2,5,5,1,3
soo1wo,3.44,2,SYS,5,4,3,5,4
vog8ml,2.79,2,SYS,4,2,1,0,4
hbt4er,3.1,1,ECE,1,3,5,5,2
thp8xg,3.18,4,CPE,1,4,3,2,4
bze5as,3.15,3,ECE,0,1,2,2,2
zlf4eg,3.33,1,ECE,2,5,1,0,2
xps8lx,3.77,1,CS,3,3,5,3,5
miz1vn,3.63,2,CS,1,4,1,1,2
vfn5rm,2.68,3,SYS,0,0,0,1,0
xwj2xj,3.45,2,ECE,5,1,4,5,0
otm9dc,3.73,4,CS,2,3,0,2,0
fjr7cu,3.35,3,MAE,2,0,5,3,0
kwo7ef,3.64,4,MAE,0,5,4,3,1
kyg7zt,4,3,ECE,0,1,0,3,3
nms6bp,3.61,2,MSE,3,2,4,5,3
kqk5ag,3.3,1,ECE,0,0,3,1,2
hvj1hm,3.62,2,MSE,3,4,1,3,4
oso2kh,3.26,2,CPE,3,3,4,5,0
fys3pj,3.21,2,MSE,4,1,3,5,3
fkt2cy,3.06,4,MAE,2,0,2,0,3
kbx7oy,3.83,2,CS,5,2,0,4,0
umb9ls,2.87,4,CPE,2,3,2,3,1
sgd1oy,3.81,2,CHE,2,3,5,4,1
ihs2cq,3.4,3,MSE,4,0,3,1,3
dsh5rp,2.64,1,CHE,3,2,2,5,1
tup4ra,3.35,1,CS,3,5,2,3,5
fec5bj,2.36,3,SYS,0,5,3,2,0
zdj3lf,3.45,3,ECE,4,1,1,1,3
fyb4rn,3.55,3,CS,0,0,4,0,0
ijr0ux,2.96,3,ECE,4,1,5,0,1
mzb0ja,3.25,1,ECE,0,5,5,4,0
olf2rf,3.98,3,CS,1,3,0,5,1
zqn1nt,3,4,CS,2,1,4,4,1
izx0gu,2.78,4,CS,2,2,0,2,0
iar6ca,3.79,3,MAE,5,4,5,2,1
rbc9wl,3.99,1,MSE,3,5,4,0,5
gdw3mr,3.2,2,ECE,5,5,2,3,2
pgp4zn,3.6,1,CS,1,2,1,0,0
xhz4sc,3.74,3,SYS,5,1,2,0,2
jfr5hl,2.9,4,CS,2,0,1,2,0
gwg1ui,3.01,3,CS,3,3,3,4,1
vzq2xe,3.69,2,SYS,1,4,0,2,1
ska1jr,3.87,1,MAE,2,0,0,5,3
ufs8ot,3.43,2,CS,0,0,3,2,5
qlp4jp,2.85,2,CS,4,2,4,2,3
ppp5jl,3.99,3,SYS,1,1,3,0,2
lui9dr,2.99,4,SYS,3,5,5,3,1
ngm8ea,3.07,4,ECE,5,5,3,0,3
hag2hq,3.34,4,CHE,5,2,1,1,1
rpk9zn,3.82,4,CS,1,1,5,2,0
jnt2xh,3.54,3,SYS,3,2,3,2,3
qgk2ax,3.37,4,SYS,1,5,0,1,2
dqp6sm,3.39,2,ECE,3,0,2,2,3
tcb2ul,3.22,2,ECE,5,3,1,2,1
otf8qq,3.42,2,CPE,2,1,1,5,4
pcm0ct,2.19,3,CS,0,4,4,2,4
zqr4mb,3.08,2,CS,2,4,2,1,5
nai3it,3.3,2,CS,0,0,1,0,1
nnx9ea,2.74,2,CS,5,2,3,2,0
afc0ki,3.35,2,MSE,2,2,1,3,3
jey6af,3.12,4,CS,2,5,1,1,4
kpz3qf,3.9,1,MAE,1,0,1,4,0
trp4ab,3.83,2,ECE,4,5,4,5,1
mky2do,3.01,2,MAE,5,5,1,1,0
xqf2ab,3.14,1,ECE,3,4,1,0,1
eqb1cp,3.17,1,CS,5,5,4,1,5
nfr5kz,3.02,1,CS,3,5,5,4,3
ojn9ns,3.28,2,ECE,3,4,2,5,0
whf7ls,2.9,2,CS,0,2,5,3,3
lfo3sk,2.75,2,CS,3,1,0,4,0
bzh9fh,3.45,2,ECE,3,3,4,1,1
oxu9rg,3.45,1,CS,1,5,4,4,1
juo9wb,2.88,2,CPE,2,1,1,1,0
gtw0rf,3.56,3,CS,5,4,1,3,5
igv2ou,2.95,2,CS,5,1,0,3,1
rin9sn,3.3,4,CS,3,3,1,0,2
waq4rr,3.53,3,CS,4,1,3,3,2
efw7lc,3.19,3,CS,5,1,1,2,3
lig7ki,3.38,1,CS,3,1,1,4,2
hlq7tx,2.99,3,CS,0,1,3,4,2
syd8lb,3.12,3,CS,0,0,0,1,5
jhd6er,3.12,4,CHE,0,5,3,3,5
icc6ie,2.9,4,CS,3,4,4,0,4
mib5ab,3.13,1,SYS,1,3,3,0,4
zne5bp,2.58,1,ECE,4,4,2,0,5
oxj2tg,3,2,ECE,3,0,4,5,4
svu7wy,3.09,3,CPE,1,0,1,2,5
vod0eu,3.1,1,CS,1,0,4,3,4
wxf0iu,3.1,1,CS,5,5,0,0,1
vye5gf,3.18,3,CS,3,0,0,2,5
kxr5gl,3.39,4,MSE,3,1,3,4,3
ssz7he,3.55,3,CS,1,4,4,1,3
adc8db,2.94,4,CS,1,2,1,3,5
dlx5ji,2.72,4,CS,1,3,0,3,2
cyx0xr,2.78,2,CS,5,0,5,5,3
ung3rq,3.01,2,CS,3,4,1,4,2
ekq3mc,3.06,3,CS,1,0,5,3,3
dfp1xl,2.89,3,CS,0,5,2,5,0
aej2jh,2.68,1,MSE,3,0,5,5,0
hfa0ze,3.02,3,MAE,5,0,0,5,5
atf6le,3.27,4,CS,0,0,3,3,3
pyx8nw,3.44,1,ECE,2,0,2,3,1
bmm1ve,2.98,1,ECE,3,3,4,3,2
xsd7cu,3.03,2,ECE,2,4,1,2,3
anj6rd,2.83,2,CS,1,5,0,5,5
kel8pl,3.19,3,CPE,5,0,2,2,2
ukh5bj,2.86,4,CPE,1,0,2,1,4
vjq5qh,3.43,3,ECE,5,0,0,3,5
qvf2bc,2.49,3,MSE,4,0,4,4,3
lrr1uh,3.06,3,CS,1,1,4,0,1
fwi6wn,3.32,3,CHE,2,1,3,1,4
